word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
god,,intermediate,"[""Everyday Conversation""]","The supreme being, creator, and principal object of faith in religions such as Christianity, Islam, and Judaism","[""They prayed to God.""]",,"[""believe in God, pray to God""]"
gold,,intermediate,"[""Everyday Conversation""]","A yellow precious metal, the chemical element of atomic number 79, valued especially for use in jewelry and decoration, and to guarantee the value of currencies","[""The ring is made of gold.""]",,"[""gold coin, gold jewelry""]"
good,,intermediate,"[""Everyday Conversation""]",To be desired or approved of,"[""She is a good person.""]",,"[""good person, good job""]"
goodbye,,intermediate,"[""Everyday Conversation""]",An acknowledgment or expression of goodwill at parting,"[""They said goodbye before leaving.""]",,"[""say goodbye, bid farewell""]"
goods,,intermediate,"[""Everyday Conversation""]",Merchandise or possessions,"[""The store sells various goods.""]",,"[""consumer goods, goods and services""]"
govern,,intermediate,"[""Everyday Conversation""]","Conduct the policy, actions, and affairs of (a state, organization, or people) with authority","[""The president governs the country.""]",,"[""govern a country, govern with authority""]"
government,,intermediate,"[""Everyday Conversation""]","The governing body of a nation, state, or community","[""The government announced new policies.""]",,"[""local government, federal government""]"
governor,,intermediate,"[""Everyday Conversation""]",The elected executive head of a state of the US,"[""The governor attended the ceremony.""]",,"[""state governor, governor's mansion""]"
grab,,intermediate,"[""Everyday Conversation""]",Grasp or seize suddenly and roughly,"[""She grabbed her bag and left.""]",,"[""grab quickly, grab hold of""]"
grade,,intermediate,"[""Everyday Conversation""]","A particular level of rank, quality, proficiency, or value","[""He received a high grade on his test.""]",,"[""high grade, grade level""]"
gradual,,intermediate,"[""Everyday Conversation""]",Taking place or progressing slowly or by degrees,"[""There was a gradual increase in temperature.""]",,"[""gradual change, gradual increase""]"
gradually,,intermediate,"[""Everyday Conversation""]",In a gradual way; slowly; by degrees,"[""The weather improved gradually.""]",,"[""gradually improve, gradually increase""]"
grain,,intermediate,"[""Everyday Conversation""]",Wheat or any other cultivated cereal crop used as food,"[""The farmer harvested the grain.""]",,"[""grain of wheat, grain harvest""]"
grand,,intermediate,"[""Everyday Conversation""]","Magnificent and imposing in appearance, size, or style","[""The palace was grand and majestic.""]",,"[""grand building, grand idea""]"
grandchild,,intermediate,"[""Everyday Conversation""]",A child of one's son or daughter,"[""She loves her grandchildren.""]",,"[""first grandchild, love grandchild""]"
granddaughter,,intermediate,"[""Everyday Conversation""]",A daughter of one's son or daughter,"[""Her granddaughter is very talented.""]",,"[""granddaughter's birthday, young granddaughter""]"
grandfather,,intermediate,"[""Everyday Conversation""]",The father of one's father or mother,"[""Her grandfather told fascinating stories.""]",,"[""maternal grandfather, paternal grandfather""]"
grandmother,,intermediate,"[""Everyday Conversation""]",The mother of one's father or mother,"[""She visited her grandmother every summer.""]",,"[""maternal grandmother, paternal grandmother""]"
grandparent,,intermediate,"[""Everyday Conversation""]",A parent of one's father or mother; a grandmother or grandfather,"[""Her grandparents are visiting for the holidays.""]",,"[""maternal grandparent, paternal grandparent""]"
grandson,,intermediate,"[""Everyday Conversation""]",A son of one's son or daughter,"[""Her grandson is learning to walk.""]",,"[""first grandson, eldest grandson""]"
grant,,intermediate,"[""Everyday Conversation""]",Agree to give or allow (something requested) to,"[""The scholarship was granted to her.""]",,"[""grant permission, grant a scholarship""]"
grass,,intermediate,"[""Everyday Conversation""]","Vegetation consisting of typically short plants with long, narrow leaves, growing wild or cultivated on lawns and pasture, and as a fodder crop","[""The lawn is covered with grass.""]",,"[""cut the grass, green grass""]"
grateful,,intermediate,"[""Everyday Conversation""]",Feeling or showing an appreciation of kindness; thankful,"[""I am grateful for your help.""]",,"[""feel grateful, grateful for""]"
grave,,intermediate,"[""Everyday Conversation""]","A place of burial for a dead body, typically a hole dug in the ground and marked by a stone or mound","[""They visited the graves of their ancestors.""]",,"[""grave site, grave marker""]"
great,,intermediate,"[""Everyday Conversation""]","Of an extent, amount, or intensity considerably above the normal or average","[""She has a great idea.""]",,"[""great idea, great job""]"
greatly,,intermediate,"[""Everyday Conversation""]",By a considerable amount; very much,"[""The team's performance has improved greatly.""]",,"[""improve greatly, increase greatly""]"
green,,intermediate,"[""Everyday Conversation""]",Of the color between blue and yellow in the spectrum; colored like grass or emeralds,"[""The leaves are green in summer.""]",,"[""green leaves, green grass""]"
greet,,intermediate,"[""Everyday Conversation""]",Give a polite word or sign of welcome or recognition to (someone) on meeting,"[""They greeted each other warmly.""]",,"[""greet warmly, greet with""]"
grey,,intermediate,"[""Everyday Conversation""]","Of a color intermediate between black and white, as of ashes or an overcast sky","[""The sky was grey and cloudy.""]",,"[""grey sky, grey hair""]"
ground,,intermediate,"[""Everyday Conversation""]",The solid surface of the earth,"[""The ground was wet after the rain.""]",,"[""fall to the ground, on the ground""]"
group,,intermediate,"[""Everyday Conversation""]","A number of people or things that are located, gathered, or classed together","[""They formed a study group.""]",,"[""study group, group of friends""]"
grow,,intermediate,"[""Everyday Conversation""]",Of a living thing) undergo natural development by increasing in size and changing physically; progress to maturity,"[""Children grow quickly.""]",,"[""grow fast, grow old""]"
growth,,intermediate,"[""Everyday Conversation""]",The process of increasing in physical size,"[""The company has seen rapid growth.""]",,"[""economic growth, growth rate""]"
guarantee,,intermediate,"[""Everyday Conversation""]","A formal assurance (typically in writing) that certain conditions will be fulfilled, especially that a product will be repaired or replaced if not of a specified quality","[""The product comes with a money-back guarantee.""]",,"[""money-back guarantee, product guarantee""]"
guard,,intermediate,"[""Everyday Conversation""]",Watch over in order to protect or control,"[""The guard checked everyone's ID.""]",,"[""security guard, guard against""]"
guess,,intermediate,"[""Everyday Conversation""]",Estimate or suppose (something) without sufficient information to be sure of being correct,"[""Can you guess the answer?""]",,"[""wild guess, educated guess""]"
guest,,intermediate,"[""Everyday Conversation""]",A person who is invited to visit someone's home or attend a particular social occasion,"[""She welcomed her guests warmly.""]",,"[""welcome guest, honored guest""]"
guide,,intermediate,"[""Everyday Conversation""]",A person who advises or shows the way to others,"[""The guide led us through the museum.""]",,"[""tour guide, guide book""]"
guilty,,intermediate,"[""Everyday Conversation""]",Culpable of or responsible for a specified wrongdoing,"[""He felt guilty about the lie.""]",,"[""feel guilty, guilty of""]"
habit,,intermediate,"[""Everyday Conversation""]","A settled or regular tendency or practice, especially one that is hard to give up","[""She has a habit of biting her nails.""]",,"[""bad habit, break a habit""]"
hack,,intermediate,"[""Technology"", ""Everyday Conversation""]","To cut or chop something roughly, or to gain unauthorized access to a computer system. It can also refer to a clever trick or shortcut that makes a task easier.","[""He managed to hack into the server using a simple script."", ""Using a warm spoon to scoop hard ice cream is a great kitchen hack.""]","As a noun, 'hack' often refers to a useful life tip ('life hack') or an informal solution. As a verb, it can mean chopping forcefully or illegally accessing digital data.","[""life hack"", ""hack into"", ""hack away"", ""growth hack""]"
hair,,intermediate,"[""Everyday Conversation""]","Any of the fine threadlike strands growing from the skin of humans, mammals, and some other animals","[""Her hair is long and curly.""]",,"[""curly hair, hair color""]"
hairdresser,,intermediate,"[""Everyday Conversation""]","A person whose job is to cut, wash, and style hair","[""She works as a hairdresser.""]",,"[""professional hairdresser, visit hairdresser""]"
half,,intermediate,"[""Everyday Conversation""]",Either of two equal or corresponding parts into which something is or can be divided,"[""Cut the apple in half.""]",,"[""cut in half, half full""]"
hall,,intermediate,"[""Everyday Conversation""]",The room or space just inside the front entrance of a house or apartment,"[""They waited in the hall.""]",,"[""hall of residence, school hall""]"
hammer,,intermediate,"[""Everyday Conversation""]","A tool with a heavy metal head mounted at right angles at the end of a handle, used for jobs such as breaking things and driving in nails","[""He used a hammer to fix the chair.""]",,"[""hammer a nail, heavy hammer""]"
