word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
dust,,intermediate,"[""Everyday Conversation""]","Fine, dry particles of matter","[""She cleaned the dust off the shelves.""]",,"[""dust particles, dust storm""]"
duty,,intermediate,"[""Everyday Conversation""]",A moral or legal obligation; a responsibility,"[""It is your duty to attend the meeting.""]",,"[""perform a duty, on duty""]"
dvd,,intermediate,"[""Everyday Conversation""]","A type of compact disc able to store large amounts of data, especially high-resolution audiovisual material","[""They watched a movie on DVD.""]",,"[""watch a DVD, DVD player""]"
dying,,intermediate,"[""Everyday Conversation""]",On the point of death,"[""He took care of his dying grandmother.""]",,"[""dying wish, dying out""]"
each,,intermediate,"[""Everyday Conversation""]",Every one of two or more people or things considered separately,"[""Each student received a certificate.""]",,"[""each one, each time""]"
each other,,intermediate,"[""Everyday Conversation""]","Used to refer to every one of two or more people or things, when the action or relationship involves both or all of them","[""They hugged each other.""]",,"[""support each other, understand each other""]"
ear,,intermediate,"[""Everyday Conversation""]",The organ of hearing and balance in humans and other vertebrates,"[""She has a piercing in her ear.""]",,"[""sharp ear, ear infection""]"
early,,intermediate,"[""Everyday Conversation""]",Happening or done before the usual or expected time,"[""They arrived early to get good seats.""]",,"[""early morning, early bird""]"
earn,,intermediate,"[""Everyday Conversation""]",Receive (money) in return for labor or services,"[""She earns a good salary.""]",,"[""earn money, earn a living""]"
earth,,intermediate,"[""Everyday Conversation""]",The planet on which we live; the world,"[""The Earth orbits the sun.""]",,"[""planet Earth, Mother Earth""]"
ease,,intermediate,"[""Everyday Conversation""]","Make (something unpleasant, painful, or intense) less serious or severe","[""He tried to ease her pain.""]",,"[""ease the pain, ease tensions""]"
easily,,intermediate,"[""Everyday Conversation""]",Without difficulty or effort,"[""She solved the problem easily.""]",,"[""easily solved, easily accessible""]"
east,,intermediate,"[""Everyday Conversation""]",The direction towards the point of the horizon where the sun rises,"[""The sun rises in the east.""]",,"[""east side, face east""]"
eastern,,intermediate,"[""Everyday Conversation""]","Situated in the east, or facing east","[""They live in the eastern part of the city.""]",,"[""eastern culture, eastern region""]"
easy,,intermediate,"[""Everyday Conversation""]",Achieved without great effort; presenting few difficulties,"[""The exam was easy.""]",,"[""easy task, easy access""]"
eat,,intermediate,"[""Everyday Conversation""]",Put (food) into the mouth and chew and swallow it,"[""They ate dinner together.""]",,"[""eat out, eat in""]"
economic,,intermediate,"[""Everyday Conversation""]",Relating to economics or the economy,"[""The country is facing economic challenges.""]",,"[""economic growth, economic policy""]"
economy,,intermediate,"[""Everyday Conversation""]","The wealth and resources of a country or region, especially in terms of the production and consumption of goods and services","[""The economy is growing.""]",,"[""global economy, local economy""]"
edge,,intermediate,"[""Everyday Conversation""]","The outside limit of an object, area, or surface; a place or part farthest away from the center of something","[""She stood at the edge of the cliff.""]",,"[""sharp edge, cutting edge""]"
edition,,intermediate,"[""Everyday Conversation""]",A particular version or instance of a publication,"[""The second edition of the book was released.""]",,"[""new edition, first edition""]"
editor,,intermediate,"[""Everyday Conversation""]","A person who is in charge of and determines the final content of a text, particularly a newspaper or magazine","[""The editor revised the article.""]",,"[""chief editor, magazine editor""]"
educate,,intermediate,"[""Everyday Conversation""]","Give intellectual, moral, and social instruction to (someone), typically at a school or university","[""Teachers educate students.""]",,"[""educate children, educate the public""]"
educated,,intermediate,"[""Everyday Conversation""]",Having been educated,"[""She is well educated.""]",,"[""highly educated, poorly educated""]"
education,,intermediate,"[""Everyday Conversation""]","The process of receiving or giving systematic instruction, especially at a school or university","[""He is studying education at the university.""]",,"[""higher education, formal education""]"
effect,,intermediate,"[""Everyday Conversation""]",A change that is a result or consequence of an action or other cause,"[""The new law had a positive effect.""]",,"[""have an effect, positive effect""]"
effective,,intermediate,"[""Everyday Conversation""]",Successful in producing a desired or intended result,"[""The new method is very effective.""]",,"[""effective solution, effective immediately""]"
effectively,,intermediate,"[""Everyday Conversation""]",In such a manner as to achieve a desired result,"[""She worked effectively to meet the deadline.""]",,"[""work effectively, communicate effectively""]"
effort,,intermediate,"[""Everyday Conversation""]",A vigorous or determined attempt,"[""He put a lot of effort into his work.""]",,"[""make an effort, put effort into""]"
egg,,intermediate,"[""Everyday Conversation""]","An oval or round object laid by a female bird, reptile, fish, or invertebrate, usually containing a developing embryo","[""She made an omelette with two eggs.""]",,"[""fried egg, egg shell""]"
eight,,intermediate,"[""Everyday Conversation""]","Equivalent to the product of two and four; one more than seven, or two less than ten","[""She has eight apples.""]",,"[""eight years, eight times""]"
eighteen,,intermediate,"[""Everyday Conversation""]","Equivalent to the product of two and nine; one more than seventeen, or two less than nineteen","[""He turned eighteen yesterday.""]",,"[""eighteen years old, eighteen months""]"
eighteenth,,intermediate,"[""Everyday Conversation""]",Constituting number eighteen in a sequence; 18th,"[""The eighteenth century was a time of change.""]",,"[""eighteenth century, eighteenth birthday""]"
eighth,,intermediate,"[""Everyday Conversation""]",Constituting number eight in a sequence; 8th,"[""She finished in eighth place.""]",,"[""eighth grade, eighth place""]"
eightieth,,intermediate,"[""Everyday Conversation""]",Constituting number eighty in a sequence; 80th,"[""He celebrated his eightieth birthday.""]",,"[""eightieth anniversary, eightieth year""]"
eighty,,intermediate,"[""Everyday Conversation""]",The number equivalent to the product of eight and ten; ten less than ninety; 80,"[""The book costs eighty dollars.""]",,"[""eighty percent, eighty dollars""]"
either,,intermediate,"[""Everyday Conversation""]",Used before the first of two (or occasionally more) given alternatives (the other being introduced by ‘or’),"[""You can choose either option.""]",,"[""either one, either way""]"
elbow,,intermediate,"[""Everyday Conversation""]",The joint between the forearm and the upper arm,"[""He hurt his elbow.""]",,"[""bend the elbow, elbow joint""]"
elderly,,intermediate,"[""Everyday Conversation""]",Old or aging,"[""The elderly woman needed assistance.""]",,"[""elderly care, elderly person""]"
elect,,intermediate,"[""Everyday Conversation""]",Choose (someone) to hold public office or some other position by voting,"[""They elected a new president.""]",,"[""elect a leader, elect officials""]"
election,,intermediate,"[""Everyday Conversation""]",A formal and organized choice by vote of a person for a political office or other position,"[""The next election will be held in November.""]",,"[""presidential election, general election""]"
electric,,intermediate,"[""Everyday Conversation""]","Of, worked by, charged with, or producing electricity","[""She plugged in the electric kettle.""]",,"[""electric car, electric shock""]"
electrical,,intermediate,"[""Everyday Conversation""]",Relating to electricity,"[""He is an electrical engineer.""]",,"[""electrical appliance, electrical fault""]"
electricity,,intermediate,"[""Everyday Conversation""]",A form of energy resulting from the existence of charged particles,"[""The electricity went out during the storm.""]",,"[""generate electricity, electricity supply""]"
electronic,,intermediate,"[""Everyday Conversation""]","Operating through the use of many small components, especially microchips and transistors, that control and direct electric currents","[""They sell electronic goods.""]",,"[""electronic device, electronic music""]"
elegant,,intermediate,"[""Everyday Conversation""]",Pleasingly graceful and stylish in appearance or manner,"[""She wore an elegant dress.""]",,"[""elegant design, elegant solution""]"
element,,intermediate,"[""Everyday Conversation""]","A part or aspect of something abstract, especially one that is essential or characteristic","[""Water is an essential element for life.""]",,"[""chemical element, key element""]"
elevator,,intermediate,"[""Everyday Conversation""]",A platform or compartment housed in a shaft for raising and lowering people or things to different floors or levels,"[""They took the elevator to the tenth floor.""]",,"[""take the elevator, elevator ride""]"
