word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
calm,/kɑːm/,beginner,"[""Everyday Conversation""]","Peaceful, quiet, and free from worry, excitement, or strong emotion.","[""It is important to stay calm during an emergency."", ""The sea was very calm and still this morning.""]","Can be used as an adjective ('a calm day'), a verb meaning to make someone peaceful ('calm down'), or a noun ('the calm before the storm').","[""stay calm"", ""keep calm"", ""calm voice"", ""calm waters""]"
calm down,/kɑːm daʊn/,beginner,"[""Everyday Conversation""]","To become quiet, peaceful, or less excited and angry, or to make someone else feel this way.","[""Take a deep breath and try to calm down before making a decision."", ""The teacher asked the excited children to calm down.""]","Can be used as an intransitive verb (to become calm) or transitive verb (to make someone calm). Often used as a command, but telling someone to 'calm down!' when they are angry can sometimes make them feel worse.","[""calm down a bit"", ""try to calm down"", ""help someone calm down"", ""calm down completely""]"
calmly,/ˈkɑːm.li/,beginner,"[""Everyday Conversation""]","In a quiet, peaceful, or relaxed way, without showing anger, fear, or excitement.","[""She calmly explained the situation to the worried customers."", ""Despite the emergency, the pilot spoke calmly over the intercom.""]","It is an adverb, so it is used to describe how an action is performed (e.g., 'speak calmly', 'react calmly').","[""speak calmly"", ""explain calmly"", ""react calmly"", ""walk calmly""]"
camera,/ˈkæmərə/,beginner,"[""Technology""]",A device used for taking photographs or recording moving images.,"[""She pointed her camera at the beautiful sunset and took a picture."", ""Most modern smartphones have a high-quality built-in camera.""]",The word 'camera' can refer to both traditional digital cameras and the camera lenses on smartphones. The phrase 'on camera' means being recorded or filmed.,"[""digital camera"", ""security camera"", ""look at the camera"", ""front-facing camera""]"
camp,/kæmp/,beginner,"[""Everyday Conversation"", ""Travel""]","A place where people live temporarily in tents or simple huts, often for vacation, outdoor activities, or military training.","[""We set up camp near the river before the sun went down."", ""Every summer, the children go to a sports camp to improve their skills.""]","Can be used as a noun ('a camp') or a verb ('to camp' / 'to go camping'). As an adjective in informal contexts, 'camp' can also mean deliberately exaggerated or theatrical.","[""set up camp"", ""summer camp"", ""go camping"", ""camp site""]"
campaign,/kæmˈpeɪn/,intermediate,"[""Business"", ""Sports"", ""News & Media""]","A planned series of organized activities or actions intended to achieve a specific social, political, or commercial goal.","[""The company launched a massive advertising campaign to promote their new smartphone."", ""She volunteered for the local mayoral campaign during the election.""]","Can be used as both a noun and a verb. When used as a verb, it is often followed by 'for' (to support something) or 'against' (to oppose something).","[""launch a campaign"", ""advertising campaign"", ""political campaign"", ""marketing campaign""]"
camping,/ˈkæmpɪŋ/,beginner,"[""Everyday Conversation"", ""Travel""]","The activity of spending a holiday living in a tent, caravan, or campervan, usually in the countryside.","[""We are going camping in the national park this weekend."", ""I love camping because it allows me to connect with nature.""]","Often used with the verb 'go' (e.g., 'go camping'). The noun 'camp' refers to the place, while 'camping' is the activity itself.","[""go camping"", ""camping gear"", ""camping site"", ""camping trip""]"
can 1,/kæn/,beginner,"[""Everyday Conversation""]","To be able to do something, to have the ability or power to do something, or to have permission to do something.","[""She can speak three languages fluently."", ""Can I borrow your pen for a moment?""]","As a modal verb, 'can' is followed by the base form of the verb without 'to' (e.g., 'I can swim', not 'I can to swim'). The negative form is 'cannot' or the contraction 'can't'.","[""can afford"", ""can hear"", ""can see"", ""can help""]"
can 2,/kæn/,beginner,"[""Food & Dining"", ""Everyday Conversation""]","A cylindrical metal container used for preserving and storing food, beverages, or other liquids.","[""Could you please open this can of soup for dinner?"", ""He threw the empty soda can into the recycling bin.""]","In British English, this is often referred to as a 'tin' when it contains food. The verb form 'to can' means to preserve food in a jar or can.","[""can of soup"", ""soda can"", ""garbage can"", ""can opener""]"
cancel,/ˈkænsəl/,beginner,"[""Work"", ""Travel""]","To decide that an organized event, meeting, or agreement will not happen.","[""They had to cancel the outdoor concert because of the heavy rain."", ""I need to cancel my reservation and reschedule for next week.""]","Commonly used with 'a meeting', 'a flight', or 'a subscription'. In British English, the past tense and participle are spelled with a double 'l' (cancelled), while American English typically uses a single 'l' (canceled).","[""cancel a meeting"", ""cancel a flight"", ""cancel a subscription"", ""cancel an appointment""]"
cancer,/ˈkænsər/,intermediate,"[""Health""]",A serious disease in which abnormal cells in the body grow and spread in an uncontrolled way.,"[""The doctors are hopeful that they caught the cancer early enough to treat it successfully."", ""She is raising money for a charity that funds breast cancer research.""]","Often used with verbs like 'diagnose', 'treat', or 'beat'. It can be used as an uncountable noun for the disease in general, or a countable noun when referring to specific types (e.g., 'lung cancers').","[""cancer treatment"", ""fight cancer"", ""diagnose cancer"", ""cancer survivor""]"
candidate,/ˈkændɪdeɪt/,intermediate,"[""Everyday Conversation"", ""Work""]","A person who is competing for a job, a political office, or an award.","[""The search committee is interviewing five candidates for the position."", ""She is considered a leading candidate for the Nobel Peace Prize.""]","Commonly followed by the preposition 'for'. In some contexts, it can also refer to a student taking an exam.","[""job candidate"", ""presidential candidate"", ""successful candidate"", ""potential candidate""]"
candy,/ˈkændi/,beginner,"[""Food & Dining"", ""Everyday Conversation""]","A sweet food made mostly of sugar, often combined with chocolate, fruit flavors, or nuts.","[""The children were given some candy after they finished their dinner."", ""She bought a bag of hard candies to suck on during the long flight.""]","In British English, this is usually called 'sweets'. 'Candy' is uncountable when referring to the food in general, but can be countable ('candies') when referring to individual pieces or different types.","[""cotton candy"", ""candy bar"", ""piece of candy"", ""sweet candy""]"
cannot,/ˈkæn.ɑːt/,beginner,"[""Everyday Conversation""]",To be unable to do something; the negative form of 'can'.,"[""I cannot attend the meeting tomorrow because I have a doctor's appointment."", ""We cannot accept this proposal in its current form.""]","'Cannot' is written as a single word in standard English, unlike 'can not' which is only used in specific grammatical structures. In informal speech and writing, it is usually contracted to 'can't'.","[""cannot afford"", ""cannot help but"", ""cannot wait"", ""cannot guarantee""]"
